orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1118849.0,F,192203.01,Clerk#000000224,87974.0,,,,,,4.0,,,0.07,,F,,,TAKE BACK RETURN,,,
1065409.0,F,51724.13,Clerk#000000538,12061.0,,,,,,,,,,,,,,,,,
1134946.0,F,143833.59,Clerk#000000789,85291.0,,,,,,,,,,,,,,,,,
1157281.0,F,84877.21,Clerk#000000330,,,,,,,,10.0,,,,F,,,TAKE BACK RETURN,,,
1113765.0,O,236336.26,Clerk#000000749,22121.0,,,,,,5.0,39.0,,0.01,,O,,,,,,
1051975.0,F,5459.73,Clerk#000000153,,,,,,,,4.0,,,R,F,1993-10-18,,COLLECT COD,,,
1112037.0,F,15985.32,Clerk#000000055,,,,,,,,6.0,,,,F,,1992-10-05,DELIVER IN PERSON,,,
1024612.0,O,161367.49,Clerk#000000303,,,,,,,,1.0,,,N,O,,1996-11-17,NONE,,,
1040678.0,F,116341.44,Clerk#000000381,,,,,,,,,,,R,,,,,,,
1062432.0,O,143177.54,Clerk#000000119,132931.0,,,,,,,39.0,,0.08,,,1995-09-28,1995-11-04,TAKE BACK RETURN,,,
1166502.0,F,126932.21,Clerk#000000837,1285.0,,,,,,,32.0,,,A,,,,,,,
1081126.0,O,218771.67,Clerk#000000715,46162.0,,,,,,,,,,,,,,,,,
1048516.0,F,295459.76,Clerk#000000913,,,,,,,,46.0,,,,,1994-10-05,,COLLECT COD,,,
1080227.0,P,114843.82,Clerk#000000651,10921.0,,,,,,,,,,,,,,,,,
1046757.0,F,304114.87,Clerk#000000552,,,,,,,,,,,R,,1994-06-08,1994-08-25,,,,
1129540.0,O,168379.74,Clerk#000000499,110392.0,,,,,,2.0,47.0,,0.05,,O,1998-03-12,,,,,
1043968.0,F,106220.1,Clerk#000000470,13423.0,,,,,,,,,0.09,,,1994-06-27,1994-08-13,DELIVER IN PERSON,,,
115523.0,F,367352.75,Clerk#000000262,12172.0,,,,,,4.0,47.0,,,A,,,,,,,
1057313.0,O,191951.98,Clerk#000000153,,,,,,,,,,,,,,,,,,
1057313.0,O,191951.98,Clerk#000000153,31114.0,,,,,,,,,,,,,,,,,
1110944.0,O,241542.33,Clerk#000000818,,,,,,,,20.0,,0.0,N,,,,,,,
1063937.0,F,76614.44,Clerk#000000947,524.0,,,,,,1.0,,,,,,1993-09-19,1993-09-18,,,,
1157316.0,O,219759.11,Clerk#000000095,35650.0,,,,,,1.0,22.0,,0.0,N,O,,1997-10-17,,,,
1145318.0,O,193212.55,Clerk#000000186,,,,,,,3.0,35.0,,0.02,,O,,1996-07-24,,,,
1179719.0,O,231025.38,Clerk#000000507,,,,,,,,,,,N,,,1995-12-29,TAKE BACK RETURN,,,
1030694.0,P,78869.24,Clerk#000000866,96140.0,,,,,,4.0,,,,N,,,,DELIVER IN PERSON,,,
1100451.0,F,334168.43,Clerk#000000518,,,,,,,5.0,27.0,,,R,,,1992-09-03,,,,
1115008.0,F,302775.04,Clerk#000000345,14818.0,,,,,,2.0,48.0,,,R,,1993-06-16,,DELIVER IN PERSON,,,
1061155.0,O,43251.68,Clerk#000000153,121426.0,,,,,,,,,,,,,,,,,
1141894.0,F,186473.72,Clerk#000000761,,,,,,,7.0,14.0,13818.84,0.09,A,F,1992-01-10,1992-04-07,NONE,,,
1129760.0,P,151678.19,Clerk#000000541,141361.0,,,,,,3.0,23.0,,0.06,,F,1995-05-02,,NONE,,,
1177573.0,F,115410.54,Clerk#000000425,,,,,,,,,,,,,,,,,,
1159906.0,O,221042.63,Clerk#000000280,,,,,,,,,,,,,,,,,,
1118849.0,F,192203.01,Clerk#000000224,,,,,,,1.0,31.0,,,,,1993-06-15,,,,,
1153540.0,O,383570.33,Clerk#000000753,,,,,,,,,,,,,1996-05-20,1996-06-26,,,,
1082561.0,F,198650.47,Clerk#000000155,,,,,,,2.0,24.0,,,,,1995-04-26,,,,,
1123590.0,O,300124.47,Clerk#000000188,,,,,,,,,,,,,,,,,,
1121730.0,O,76187.68,Clerk#000000116,,,,,,,,,,0.07,N,,,,,,,
1107972.0,O,250193.58,Clerk#000000408,,,,,,,5.0,41.0,,0.03,N,,,1998-01-12,TAKE BACK RETURN,,,
1046757.0,F,304114.87,Clerk#000000552,52693.0,,,,,,4.0,,,,,F,1994-06-17,1994-08-18,,,,
1037376.0,O,99953.8,Clerk#000000374,54064.0,,,,,,,,,,,,,,,,,
1147074.0,O,83320.47,Clerk#000000685,,,,,,,,,,,,,,,,,,
1032069.0,P,250696.63,Clerk#000000442,12662.0,,,,,,,48.0,,,N,,,1995-06-09,NONE,,,
1012992.0,O,16964.1,Clerk#000000683,70804.0,,,,,,,,,0.08,,,,,,,,
1074432.0,F,128212.52,Clerk#000000358,131902.0,,,,,,,,,,,,,,,,,
1102119.0,O,182606.15,Clerk#000000413,3178.0,,,,,,5.0,,,,,,1996-04-13,1996-05-13,,,,
1041572.0,O,78178.49,Clerk#000000278,45425.0,,,,,,2.0,,,0.1,N,,1995-12-28,1996-01-04,COLLECT COD,,,
1078181.0,O,117396.96,Clerk#000000122,71476.0,,,,,,,,,,,,,,,,,
1025474.0,F,162793.07,Clerk#000000991,,,,,,,,27.0,,,R,F,,1995-02-06,,,,
1093031.0,F,305874.46,Clerk#000000815,,,,,,,,,,0.04,A,,,,,,,
1038017.0,O,173802.95,Clerk#000000039,,,,,,,6.0,,,,N,O,1997-02-16,,COLLECT COD,,,
1169924.0,F,229205.28,Clerk#000000848,,,,,,,5.0,3.0,,0.1,R,F,1993-03-26,1993-04-25,,,,
1169986.0,O,50059.23,Clerk#000000157,,,,,,,2.0,20.0,,,,,,,,,,
1020646.0,F,86926.73,Clerk#000000668,,,,,,,,,,,,,,,,,,
1106278.0,F,101687.78,Clerk#000000825,90283.0,,,,,,2.0,,,,A,,1993-06-26,,COLLECT COD,,,
1073858.0,F,231047.0,Clerk#000000438,,,,,,,1.0,23.0,27972.6,0.01,A,F,1995-04-15,1995-03-24,COLLECT COD,,,
1105798.0,F,226278.3,Clerk#000000651,,,,,,,6.0,,,0.08,A,F,,,,,,
1145984.0,O,225369.26,Clerk#000000568,40586.0,,,,,,2.0,41.0,,,N,,,1997-07-02,,,,
1051808.0,O,153319.06,Clerk#000000234,,,,,,,,,,,,,1996-06-14,,TAKE BACK RETURN,,,
1075171.0,O,174625.88,Clerk#000000751,,,,,,,1.0,18.0,,,,,,,NONE,,,
1046727.0,O,275960.66,Clerk#000000639,,,,,,,6.0,,,,,,1996-10-22,1996-09-14,,,,
1006308.0,F,115187.6,Clerk#000000324,149932.0,,,,,,3.0,46.0,,,A,F,,1994-01-11,TAKE BACK RETURN,,,
1105798.0,F,226278.3,Clerk#000000651,,,,,,,,,,,,,,,,,,
1160768.0,O,294951.98,Clerk#000000594,70345.0,,,,,,4.0,,,,,,1997-03-07,1997-05-19,,,,
1076899.0,F,184063.4,Clerk#000000493,,,,,,,3.0,,,0.08,,F,,,TAKE BACK RETURN,,,
116199.0,F,297297.3,Clerk#000000187,87491.0,,,,,,,42.0,,0.03,,,,1994-01-28,,,,
1037509.0,O,77329.72,Clerk#000000051,100483.0,,,,,,,,,,N,O,,1998-01-08,COLLECT COD,,,
102880.0,O,131192.54,Clerk#000000433,110915.0,,,,,,,,,,,,,,,,,
1001024.0,F,334614.37,Clerk#000000015,15793.0,,,,,,,,,,,,,,,,,
1083301.0,F,305796.27,Clerk#000000229,,,,,,,,,,,,,,,,,,
1025474.0,F,162793.07,Clerk#000000991,103744.0,,,,,,,27.0,,,R,F,,1995-02-06,,,,
1058598.0,P,226949.62,Clerk#000000577,97910.0,,,,,,,,,,,,,,,,,
1105798.0,F,226278.3,Clerk#000000651,,,,,,,,,,0.01,R,,,1993-10-10,DELIVER IN PERSON,,,
1032194.0,F,225771.04,Clerk#000000834,118840.0,,,,,,3.0,19.0,,,R,F,1992-10-13,,DELIVER IN PERSON,,,
1045442.0,F,43861.73,Clerk#000000926,,,,,,,1.0,,,,R,,1993-01-20,1993-03-16,COLLECT COD,,,
1118849.0,F,192203.01,Clerk#000000224,,,,,,,2.0,,,,A,F,1993-06-06,,,,,
1102119.0,O,182606.15,Clerk#000000413,3178.0,,,,,,,,,,,O,1996-06-26,,TAKE BACK RETURN,,,
1048516.0,F,295459.76,Clerk#000000913,,,,,,,,14.0,,,A,F,1994-10-08,,,,,
1141026.0,F,179303.19,Clerk#000000896,,,,,,,,,,,,,,,,,,
1091363.0,F,215431.25,Clerk#000000413,93415.0,,,,,,,,,0.1,,F,,1995-01-18,TAKE BACK RETURN,,,
1177127.0,F,112897.83,Clerk#000000468,141136.0,,,,,,,,,,,,,,,,,
1099425.0,O,111304.23,Clerk#000000507,,,,,,,,,,,,,,,,,,
1115045.0,F,146223.87,Clerk#000000360,,,,,,,3.0,39.0,,,,,,1994-10-06,COLLECT COD,,,
1092293.0,F,326421.66,Clerk#000000694,,,,,,,,,,,,,,,,,,
1048676.0,O,104169.87,Clerk#000000999,133469.0,,,,,,,,,,,,,,,,,
1037280.0,F,222106.05,Clerk#000000634,35942.0,,,,,,3.0,42.0,,,A,F,,,COLLECT COD,,,
1045026.0,O,84169.95,Clerk#000000438,64300.0,,,,,,,,,,,,,,,,,
1020032.0,F,164717.03,Clerk#000000040,93227.0,,,,,,,,,0.0,A,F,1992-08-20,,,,,
1158977.0,F,70252.2,Clerk#000000829,39587.0,,,,,,,,,,,,,,,,,
1098304.0,F,67767.12,Clerk#000000212,140485.0,,,,,,,,,0.05,,,1994-09-12,,COLLECT COD,,,
1092262.0,O,64922.67,Clerk#000000832,,,,,,,,,,,,,,,,,,
1081126.0,O,218771.67,Clerk#000000715,46162.0,,,,,,,,,0.02,N,O,1996-01-07,,,,,
1046727.0,O,275960.66,Clerk#000000639,,,,,,,,,,,N,,,1996-09-12,COLLECT COD,,,
1038084.0,O,161299.4,Clerk#000000513,,,,,,,1.0,19.0,18601.19,0.07,N,O,1998-04-11,1998-04-04,NONE,,,
1008864.0,F,182460.87,Clerk#000000850,,,,,,,,,,,,,,,,,,
1086915.0,P,109432.93,Clerk#000000700,30421.0,,,,,,,,,,,,,,,,,
1106278.0,F,101687.78,Clerk#000000825,,,,,,,2.0,,,,A,,1993-06-26,,COLLECT COD,,,
1012353.0,F,259814.91,Clerk#000000694,57809.0,,,,,,5.0,31.0,,0.07,,F,1992-09-20,,TAKE BACK RETURN,,,
1103079.0,O,102039.57,Clerk#000000001,,,,,,,1.0,21.0,,,N,,1995-10-17,1995-08-28,DELIVER IN PERSON,,,
1032069.0,P,250696.63,Clerk#000000442,,,,,,,4.0,,,0.02,R,F,1995-05-05,1995-07-14,,,,
1051970.0,F,224032.45,Clerk#000000306,,,,,,,4.0,21.0,,,A,,1992-11-01,,,,,
115328.0,F,206554.72,Clerk#000000913,,,,,,,6.0,,,,A,,1995-01-01,1994-11-13,,,,
1065409.0,F,51724.13,Clerk#000000538,12061.0,,,,,,,2.0,,0.1,,,,1994-01-20,,,,
1035015.0,F,330804.32,Clerk#000000567,92225.0,,,,,,,,,,,,,,,,,
1132454.0,O,127831.59,Clerk#000000616,98653.0,,,,,,,27.0,,,N,,1998-09-10,,TAKE BACK RETURN,,,
1013700.0,O,221732.3,Clerk#000000297,,,,,,,,,,,,,,,,,,
1030561.0,F,142489.23,Clerk#000000780,,,,,,,2.0,,,0.04,,,,,,,,
1107841.0,O,222721.29,Clerk#000000733,,,,,,,,,,,N,,1996-07-08,1996-05-17,,,,
105316.0,F,75633.33,Clerk#000000944,145393.0,,,,,,,,,,,,,,,,,
1091329.0,F,52782.72,Clerk#000000526,,,,,,,2.0,,,,,,1993-08-23,1993-08-13,NONE,,,
1003264.0,F,273846.15,Clerk#000000512,78100.0,,,,,,1.0,,,,R,F,1994-10-07,,COLLECT COD,,,
1115008.0,F,302775.04,Clerk#000000345,14818.0,,,,,,,,,,,,,,,,,
1055303.0,F,266978.48,Clerk#000000497,,,,,,,,,,,,,,,,,,
1047424.0,O,157530.16,Clerk#000000638,70351.0,,,,,,,15.0,,,,,,,,,,
1103974.0,F,218662.14,Clerk#000000644,71701.0,,,,,,7.0,,,,A,F,1993-12-11,1993-10-01,COLLECT COD,,,
115751.0,O,257827.77,Clerk#000000425,20072.0,,,,,,1.0,35.0,,,,O,,1998-03-29,,,,
1165926.0,O,204532.53,Clerk#000000625,18985.0,,,,,,5.0,5.0,,0.04,,O,,1997-05-18,,,,
1113765.0,O,236336.26,Clerk#000000749,,,,,,,5.0,39.0,,0.01,,O,,,,,,
1094688.0,O,95742.86,Clerk#000000254,92048.0,,,,,,1.0,,,0.07,N,,,,COLLECT COD,,,
1051808.0,O,153319.06,Clerk#000000234,,,,,,,4.0,4.0,,0.02,,,,1996-05-13,COLLECT COD,,,
1050695.0,O,246582.54,Clerk#000000625,,,,,,,1.0,,,0.06,N,O,,,,,,
1158977.0,F,70252.2,Clerk#000000829,,,,,,,,,,,,F,,,COLLECT COD,,,
1132932.0,F,165010.51,Clerk#000000145,,,,,,,3.0,49.0,,,A,,,1992-09-11,TAKE BACK RETURN,,,
1004743.0,F,192513.73,Clerk#000000729,,,,,,,,,,,,,,,,,,
1112038.0,F,113382.71,Clerk#000000002,,,,,,,,,,,,,,,,,,
1045442.0,F,43861.73,Clerk#000000926,107186.0,,,,,,1.0,,,,R,,1993-01-20,1993-03-16,COLLECT COD,,,
1023654.0,O,75774.06,Clerk#000000393,,,,,,,,,,,,,,,,,,
1065538.0,F,126658.71,Clerk#000000723,,,,,,,2.0,,,,,F,1994-04-15,,,,,
1139623.0,O,137820.9,Clerk#000000740,,,,,,,5.0,1.0,,0.05,,O,1996-02-19,1996-04-04,COLLECT COD,,,
1048195.0,O,152829.88,Clerk#000000247,27683.0,,,,,,2.0,,,0.1,N,O,1998-07-12,1998-08-25,,,,
1177127.0,F,112897.83,Clerk#000000468,,,,,,,,,,,,,,,,,,
1044645.0,F,163812.23,Clerk#000000565,121520.0,,,,,,,,,,A,F,1994-04-02,,,,,
1044482.0,F,60357.07,Clerk#000000441,20746.0,,,,,,2.0,18.0,,0.06,R,,,1994-05-29,,,,
1091363.0,F,215431.25,Clerk#000000413,,,,,,,,,,0.1,,,1995-01-09,,,,,
1017091.0,F,384787.66,Clerk#000000240,87932.0,,,,,,6.0,,,0.08,A,F,,,,,,
1054816.0,O,192247.79,Clerk#000000517,110810.0,,,,,,,6.0,,0.09,N,O,1997-04-04,,,,,
1027105.0,P,162954.37,Clerk#000000796,43543.0,,,,,,,24.0,,,A,F,1995-04-21,,,,,
1155682.0,F,130816.15,Clerk#000000996,,,,,,,1.0,,,,A,,1993-08-31,,,,,
1156930.0,F,82219.01,Clerk#000000295,,,,,,,,,,,,,,,,,,
1114690.0,O,143891.35,Clerk#000000433,,,,,,,,,,,N,,1998-05-29,,,,,
1089632.0,F,135149.27,Clerk#000000382,19354.0,,,,,,2.0,18.0,,0.05,R,F,,1992-12-06,COLLECT COD,,,
115075.0,F,186857.27,Clerk#000000895,78938.0,,,,,,,,,0.05,A,F,1992-12-10,1992-10-11,,,,
1174433.0,F,204387.32,Clerk#000000310,12217.0,,,,,,,,,,,F,,1994-01-02,TAKE BACK RETURN,,,
1166052.0,F,104740.15,Clerk#000000934,146965.0,,,,,,,36.0,,0.04,A,F,1992-12-13,,DELIVER IN PERSON,,,
1009826.0,F,4877.92,Clerk#000000400,,,,,,,,,,,,,,,,,,
1160768.0,O,294951.98,Clerk#000000594,70345.0,,,,,,7.0,41.0,,0.07,N,O,1997-04-19,1997-05-06,,,,
1177573.0,F,115410.54,Clerk#000000425,,,,,,,3.0,,,,R,F,1992-12-01,,NONE,,,
1179719.0,O,231025.38,Clerk#000000507,,,,,,,5.0,38.0,,0.03,,,,1996-01-20,COLLECT COD,,,
1124162.0,F,232922.86,Clerk#000000122,85561.0,,,,,,,,,,A,,1994-08-23,,,,,
1023104.0,O,124958.97,Clerk#000000062,,,,,,,,,,,,,,,,,,
111269.0,F,22569.24,Clerk#000000667,141721.0,,,,,,,,,,,,,,,,,
1153540.0,O,383570.33,Clerk#000000753,,,,,,,,,,0.1,,O,1996-06-28,,,,,
1043621.0,O,188135.16,Clerk#000000878,21448.0,,,,,,3.0,43.0,,,,,1995-11-15,,DELIVER IN PERSON,,,
1117344.0,O,131448.91,Clerk#000000724,79142.0,,,,,,,29.0,,,N,O,,1996-05-05,TAKE BACK RETURN,,,
1081442.0,O,61271.97,Clerk#000000104,32579.0,,,,,,,,,,,,,,,,,
1104325.0,O,42031.72,Clerk#000000147,52121.0,,,,,,,,,,,,,,,,,
1016035.0,F,134245.75,Clerk#000000279,4135.0,,,,,,,,,,,,,,,,,
1156930.0,F,82219.01,Clerk#000000295,31165.0,,,,,,3.0,4.0,,,,F,,,TAKE BACK RETURN,,,
1024900.0,F,172711.97,Clerk#000000100,,,,,,,,32.0,,0.0,A,F,1993-03-25,,TAKE BACK RETURN,,,
1087046.0,O,226448.4,Clerk#000000969,51902.0,,,,,,,,,,,,,,,,,
1030561.0,F,142489.23,Clerk#000000780,,,,,,,,,,,,,,,DELIVER IN PERSON,,,
1099425.0,O,111304.23,Clerk#000000507,100321.0,,,,,,,,,,,,,,,,,
1026599.0,F,98981.58,Clerk#000000973,,,,,,,,,,,,,,,,,,
1120197.0,F,170962.3,Clerk#000000057,133238.0,,,,,,2.0,,,,A,F,,,,,,
101858.0,F,33404.59,Clerk#000000080,,,,,,,1.0,,,,R,F,,1993-09-01,TAKE BACK RETURN,,,
1152807.0,O,167341.23,Clerk#000000269,41329.0,,,,,,,,,,,,,,,,,
1141026.0,F,179303.19,Clerk#000000896,86926.0,,,,,,,,,,,,,,,,,
1118849.0,F,192203.01,Clerk#000000224,87974.0,,,,,,,,,,,,,,,,,
1024612.0,O,161367.49,Clerk#000000303,,,,,,,,,,,,,,,,,,
1160768.0,O,294951.98,Clerk#000000594,70345.0,,,,,,,28.0,,0.1,,,,1997-05-11,,,,
105474.0,O,264231.7,Clerk#000000510,15355.0,,,,,,,40.0,,,N,O,1997-03-11,,NONE,,,
1074149.0,O,94485.99,Clerk#000000333,,,,,,,,24.0,,0.03,N,O,1995-11-27,1995-12-25,NONE,,,
1001024.0,F,334614.37,Clerk#000000015,15793.0,,,,,,,48.0,,0.06,A,,1992-08-31,,,,,
1041088.0,F,145125.3,Clerk#000000993,51724.0,,,,,,,,,,,,,,,,,
1103974.0,F,218662.14,Clerk#000000644,,,,,,,7.0,,,,A,F,1993-12-11,1993-10-01,COLLECT COD,,,
1044482.0,F,60357.07,Clerk#000000441,20746.0,,,,,,,,,,,,,,,,,
1160768.0,O,294951.98,Clerk#000000594,,,,,,,,44.0,,0.06,N,O,1997-04-06,1997-04-25,,,,
1104224.0,F,212302.71,Clerk#000000740,,,,,,,,,,,,,,,,,,
1023104.0,O,124958.97,Clerk#000000062,,,,,,,1.0,47.0,,,,,,,,,,
1163013.0,O,193210.2,Clerk#000000369,16597.0,,,,,,,,,0.03,N,,,,,,,
1122817.0,F,177222.16,Clerk#000000939,,,,,,,3.0,20.0,38237.4,0.02,A,F,1992-09-28,1992-09-25,TAKE BACK RETURN,,,
1002177.0,F,68991.83,Clerk#000000638,,,,,,,,,,,,,,,,,,
1165926.0,O,204532.53,Clerk#000000625,,,,,,,,2.0,,0.05,N,,,1997-04-11,,,,
1077601.0,O,71785.91,Clerk#000000094,,,,,,,,,,,,,,,,,,
1052258.0,F,280206.83,Clerk#000000008,128221.0,,,,,,3.0,29.0,,,,F,1992-04-25,,,,,
1148706.0,O,91852.01,Clerk#000000888,,,,,,,,,,,,,,,,,,
105474.0,O,264231.7,Clerk#000000510,15355.0,,,,,,,,,,,,,,,,,
1139623.0,O,137820.9,Clerk#000000740,,,,,,,7.0,13.0,,,N,O,1996-05-16,1996-04-01,,,,
1165861.0,O,292340.86,Clerk#000000158,142771.0,,,,,,,40.0,,,,O,1996-08-06,,NONE,,,
1159906.0,O,221042.63,Clerk#000000280,,,,,,,1.0,,,0.01,,O,1995-12-11,,,,,
116581.0,O,94080.29,Clerk#000000592,,,,,,,1.0,,,,,O,1997-05-22,1997-05-23,TAKE BACK RETURN,,,
1034405.0,O,405596.16,Clerk#000000131,,,,,,,,44.0,,0.03,N,O,1995-12-05,1995-12-24,NONE,,,
1141920.0,O,244327.19,Clerk#000000920,,,,,,,2.0,,,0.08,,,,,DELIVER IN PERSON,,,
1177889.0,O,351223.91,Clerk#000000515,,,,,,,,,,,,,,,,,,
1024612.0,O,161367.49,Clerk#000000303,,,,,,,,20.0,,0.1,,O,,,,,,
1032069.0,P,250696.63,Clerk#000000442,,,,,,,,,,,,,,,,,,
1088642.0,F,144047.59,Clerk#000000674,,,,,,,6.0,,,,,F,,1993-07-24,COLLECT COD,,,
1001024.0,F,334614.37,Clerk#000000015,,,,,,,,37.0,,,A,,,1992-09-17,COLLECT COD,,,
1166052.0,F,104740.15,Clerk#000000934,146965.0,,,,,,,,,,,,,,,,,
1177889.0,O,351223.91,Clerk#000000515,63350.0,,,,,,5.0,47.0,,,N,,1997-11-03,1997-11-25,,,,
1081126.0,O,218771.67,Clerk#000000715,,,,,,,2.0,,,0.06,N,O,,1996-01-30,TAKE BACK RETURN,,,
1011783.0,F,226860.78,Clerk#000000765,149309.0,,,,,,,,,0.02,,,1994-12-20,1995-01-04,DELIVER IN PERSON,,,
1034627.0,F,216288.52,Clerk#000000007,29947.0,,,,,,1.0,,,,,,1993-11-20,,,,,
1128576.0,O,287354.0,Clerk#000000358,72340.0,,,,,,,12.0,,,,O,1998-09-08,,NONE,,,
1057858.0,F,133839.65,Clerk#000000387,76049.0,,,,,,,,,,,,,,,,,
10466.0,F,136927.89,Clerk#000000899,,,,,,,,,,0.0,A,F,,,NONE,,,
1014279.0,F,144789.53,Clerk#000000181,,,,,,,5.0,3.0,5738.7,0.01,A,F,1994-10-24,1994-11-09,DELIVER IN PERSON,,,
1106278.0,F,101687.78,Clerk#000000825,,,,,,,,,,,,,,,,,,
1147074.0,O,83320.47,Clerk#000000685,138169.0,,,,,,,,,,,O,1996-09-25,1996-09-07,NONE,,,
1115682.0,O,178179.94,Clerk#000000734,,,,,,,,,,,N,,,,,,,
1082084.0,O,255102.37,Clerk#000000738,85471.0,,,,,,1.0,,,0.07,N,,1997-05-28,,,,,
109959.0,F,53570.33,Clerk#000000823,45592.0,,,,,,,11.0,,0.07,,,1993-05-20,,,,,
1177889.0,O,351223.91,Clerk#000000515,,,,,,,5.0,47.0,,,N,,1997-11-03,1997-11-25,,,,
115328.0,F,206554.72,Clerk#000000913,56645.0,,,,,,,16.0,,0.0,,F,,1994-10-14,,,,
1128384.0,F,213016.58,Clerk#000000572,72806.0,,,,,,,30.0,,,,F,,,COLLECT COD,,,
1101573.0,F,108787.79,Clerk#000000793,55618.0,,,,,,,,,,,,,,,,,
1132932.0,F,165010.51,Clerk#000000145,,,,,,,2.0,30.0,,,A,F,1992-10-12,,,,,
1061316.0,P,230133.92,Clerk#000000152,,,,,,,,,,,,,,,,,,
1051975.0,F,5459.73,Clerk#000000153,43976.0,,,,,,,,,,,,,,,,,
1098304.0,F,67767.12,Clerk#000000212,,,,,,,,,,,,,,,,,,
1092257.0,O,62990.3,Clerk#000000097,144625.0,,,,,,,34.0,,0.02,,,1997-09-25,1997-09-26,,,,
1034627.0,F,216288.52,Clerk#000000007,,,,,,,2.0,,,,R,,,,,,,
1008867.0,F,59823.37,Clerk#000000850,,,,,,,,,,,,,,,,,,
1165926.0,O,204532.53,Clerk#000000625,,,,,,,4.0,,,,N,O,,,,,,
1013700.0,O,221732.3,Clerk#000000297,95959.0,,,,,,,,,0.07,N,,,,COLLECT COD,,,
1126176.0,F,247171.47,Clerk#000000501,,,,,,,,34.0,,,R,,1994-05-16,1994-03-15,,,,
1061636.0,O,221453.14,Clerk#000000217,,,,,,,,,,,,,,,,,,
1083490.0,F,243246.32,Clerk#000000845,,,,,,,,,,,,,,,,,,
1087843.0,F,143515.65,Clerk#000000806,,,,,,,,,,0.06,A,,1992-06-06,,COLLECT COD,,,
1017091.0,F,384787.66,Clerk#000000240,,,,,,,,,,0.02,,,1995-04-05,,TAKE BACK RETURN,,,
1054947.0,O,106095.63,Clerk#000000551,,,,,,,1.0,,,,N,,,,TAKE BACK RETURN,,,
1150723.0,O,302519.32,Clerk#000000071,,,,,,,,47.0,,,,,1996-08-12,,,,,
1082401.0,F,178971.04,Clerk#000000773,,,,,,,,,,0.06,,,,1995-04-19,TAKE BACK RETURN,,,
1159906.0,O,221042.63,Clerk#000000280,62794.0,,,,,,1.0,,,0.01,,O,1995-12-11,,,,,
1087843.0,F,143515.65,Clerk#000000806,,,,,,,3.0,,,0.01,A,,,1992-04-10,COLLECT COD,,,
1012353.0,F,259814.91,Clerk#000000694,57809.0,,,,,,1.0,43.0,,0.09,R,,,,,,,
1113061.0,F,132850.2,Clerk#000000270,100996.0,,,,,,,2.0,,,,,,1993-01-04,,,,
1107972.0,O,250193.58,Clerk#000000408,,,,,,,,42.0,,0.08,,,1998-03-13,,,,,
1102946.0,F,248551.7,Clerk#000000426,,,,,,,,,,,,,,,,,,
1132932.0,F,165010.51,Clerk#000000145,102463.0,,,,,,1.0,15.0,,0.09,,,,,TAKE BACK RETURN,,,
1020581.0,O,131818.3,Clerk#000000967,,,,,,,,,,0.09,N,,,1997-08-27,,,,
1082084.0,O,255102.37,Clerk#000000738,,,,,,,,14.0,,0.08,N,O,1997-07-16,1997-05-06,,,,
1179719.0,O,231025.38,Clerk#000000507,136702.0,,,,,,,,,,,,,,,,,
110597.0,O,242901.26,Clerk#000000893,121952.0,,,,,,2.0,26.0,,,N,,1998-09-06,,,,,
1046757.0,F,304114.87,Clerk#000000552,52693.0,,,,,,5.0,,,0.09,,F,,,COLLECT COD,,,
1155872.0,O,119325.28,Clerk#000000523,142628.0,,,,,,,,,,,,,,,,,
1118849.0,F,192203.01,Clerk#000000224,,,,,,,6.0,9.0,,0.06,,F,1993-07-11,,COLLECT COD,,,
1038274.0,F,91904.54,Clerk#000000563,,,,,,,,34.0,,0.0,,,1992-03-09,1992-03-23,,,,
1091363.0,F,215431.25,Clerk#000000413,,,,,,,,,,0.1,,F,,1995-01-18,TAKE BACK RETURN,,,
103203.0,O,252920.35,Clerk#000000442,,,,,,,,,,0.04,,O,1995-06-27,,TAKE BACK RETURN,,,
1140198.0,O,103251.83,Clerk#000000534,,,,,,,2.0,31.0,,0.08,,,,1997-12-18,TAKE BACK RETURN,,,
1002177.0,F,68991.83,Clerk#000000638,,,,,,,,5.0,,,,,1993-04-16,,,,,
1025281.0,O,333633.87,Clerk#000000163,,,,,,,,,,0.06,N,,,1997-05-21,,,,
114276.0,F,184620.12,Clerk#000000992,,,,,,,,,,,,,,,,,,
1160677.0,F,291786.81,Clerk#000000792,,,,,,,4.0,19.0,,0.05,,,1994-09-01,,COLLECT COD,,,
1153540.0,O,383570.33,Clerk#000000753,102718.0,,,,,,,,,,,,,,,,,
1129891.0,F,161213.16,Clerk#000000788,,,,,,,5.0,15.0,,,,F,1992-11-23,1992-10-22,DELIVER IN PERSON,,,
1049221.0,O,7149.32,Clerk#000000578,134608.0,,,,,,1.0,8.0,,0.09,N,,,1995-11-14,,,,
1165250.0,O,270528.02,Clerk#000000707,,,,,,,,45.0,,,,O,1995-09-05,1995-10-28,,,,
1020032.0,F,164717.03,Clerk#000000040,,,,,,,,,,0.0,A,F,1992-08-20,,,,,
1100933.0,F,9577.24,Clerk#000000849,,,,,,,,,,0.07,,F,1993-01-26,1993-04-02,COLLECT COD,,,
1115045.0,F,146223.87,Clerk#000000360,,,,,,,,,,,,,,,,,,
